id,drug_id,name,drug_type,amount,exp,mfg,brand,description,updated_date
343,pa144,Sibetinic Soft,MIXTURES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
344,pa145,Sibetinic,LIQUID,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
345,pa146,Hagizin,LIQUID,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
346,pa147,Mezapizine 10,TABLETS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
347,pa148,Sobelin,OIMENTS,500,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-Parkinson's drugs,10/29/2021
348,pa149,Darintab,LOZENGES,500,12month,9/29/2021,Pharmedic,Anti-Parkinson's drugs,10/29/2021
349,pa150,Oliveirim,LOZENGES,500,12month,9/29/2021,Orion Corporation,Anti-Parkinson's drugs,10/29/2021
350,pa151,Pentoxifylin,OIMENTS,500,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-Parkinson's drugs,10/29/2021
351,pa152,Advate,LOZENGES,500,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Anti-Parkinson's drugs,10/29/2021
352,pa153,Nanokine,PILLS,500,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
353,pa154,Epocassa,PELLETS,500,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Anti-Parkinson's drugs,10/29/2021
354,pa155,Pentoxipharm,PELLETS,500,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-Parkinson's drugs,10/29/2021
355,pa156,Sintrom 4,CAPSULES,500,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Anti-Parkinson's drugs,10/29/2021
356,pa157,Somatin,CAPSULES,500,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-Parkinson's drugs,10/29/2021
357,pa158,Fontit-F,CAPSULES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
358,pa159,Tophem,INHALANTS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
359,pa160,Gon sa Ezeti-10,LINIMENT,500,12month,9/29/2021,Laboratoires UPSA - France,Anti-Parkinson's drugs,10/29/2021
360,pa161,Arixtra,LINIMENT,500,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Anti-Parkinson's drugs,10/29/2021
361,pa162,Toxaxin Inj,LINIMENT,500,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
362,pa163,Arixtra,LOTIONS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
363,pa164,Replenine-VF,PASTE,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
364,pa165,Hezoy,POWDER,500,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Anti-Parkinson's drugs,10/29/2021
365,pa166,Transamin Tablets,EMULSIONS,500,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Anti-Parkinson's drugs,10/29/2021
366,pa167,Pronivel 2000 IU,GELS,500,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Anti-Parkinson's drugs,10/29/2021
367,pa168,Reliporex 10000 IU s,MAGMAS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
368,pa169,Haemoctin SDH 250,MIXTURES,500,12month,9/29/2021,nd-Swift Ltd - INDIA,Anti-Parkinson's drugs,10/29/2021
369,pa170,Reliporex 4000 IU,LIQUID,500,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Anti-Parkinson's drugs,10/29/2021
370,pa171,Lefvox-750,LIQUID,500,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Anti-Parkinson's drugs,10/29/2021
371,pa172,Ciprofloxacin 500mg,TABLETS,500,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Anti-Parkinson's drugs,10/29/2021
372,pa173,Ledvir,OIMENTS,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
373,pa174,Vixbarin 400mg,LOZENGES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
374,pa175,Govou,LOZENGES,500,12month,9/29/2021,Farmak JSC - UKraine,Anti-Parkinson's drugs,10/29/2021
375,pa176,Tavanic,OIMENTS,500,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
376,pa177,Tavanic,LOZENGES,500,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
377,pa178,Augmex Duo Tabs,OIMENTS,500,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
378,pa179,Acnequidt,LOZENGES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
379,pa180,Meropenem 1g,LOZENGES,500,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
380,pa181,Albendazole 400mg,OIMENTS,500,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
381,pa182,Albendazol Stada 400 mg,LOZENGES,500,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
382,pa183,Virclath,PILLS,500,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
383,pa184,Eduar,PELLETS,200,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Anti-Parkinson's drugs,10/29/2021
384,pa185,Salgad,PELLETS,200,12month,9/29/2021,Cenexi SAS - FRANCE,Anti-Parkinson's drugs,10/29/2021
385,pa186,Razirax,CAPSULES,200,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Anti-Parkinson's drugs,10/29/2021
386,pa187,Guilaume,CAPSULES,200,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Anti-Parkinson's drugs,10/29/2021
387,pa188,Cybercef 750 mg,CAPSULES,200,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Anti-Parkinson's drugs,10/29/2021
388,pa189,Medoclav 1g,INHALANTS,200,12month,9/29/2021,Stellapharm - VIETNAM,Anti-Parkinson's drugs,10/29/2021
389,pa190,Madopar,LINIMENT,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
390,pa191,Trihexyphenidyl 2mg,OIMENTS,200,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Anti-Parkinson's drugs,10/29/2021
391,pa192,Stalevo 100/25/200,LOZENGES,200,12month,9/29/2021,Novartis Farma S.P.A Italy,Anti-Parkinson's drugs,10/29/2021
392,pa193,Madopar,LOZENGES,200,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Anti-Parkinson's drugs,10/29/2021
393,pa194,Sifrol,OIMENTS,200,6month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
394,pa195,Sifrol,LOZENGES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
395,pa196,Masopen 100/10,PILLS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
396,pa197,Sifrol,PELLETS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-Parkinson's drugs,10/29/2021
397,pa198,Stalevo 150/37.5/200,PELLETS,200,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-Parkinson's drugs,10/29/2021
398,pa199,Syndopa 275,CAPSULES,200,12month,9/29/2021,Pharmedic,Anti-Parkinson's drugs,10/29/2021
399,pa200,Danapha-Trihex 2,CAPSULES,200,12month,9/29/2021,Orion Corporation,Anti-Parkinson's drugs,10/29/2021
400,ca1,Prograf,CAPSULES,200,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
401,ca2,Iritero 100mg/5ml,INHALANTS,200,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Anti-cancer drugs and the impact on the immune system,10/29/2021
402,ca3,Prograf 0.5mg,LINIMENT,200,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
403,ca4,Phastarxin,LINIMENT,200,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
404,ca5,Fluzinstad 5,LINIMENT,200,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-cancer drugs and the impact on the immune system,10/29/2021
405,ca6,Sobelin,LOTIONS,200,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Anti-cancer drugs and the impact on the immune system,10/29/2021
406,ca7,Reinal,PASTE,200,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-cancer drugs and the impact on the immune system,10/29/2021
407,ca8,Siberian,POWDER,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
408,ca9,Lelocin 5,EMULSIONS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
409,ca10,Sarah Cap,GELS,200,12month,9/29/2021,Laboratoires UPSA - France,Anti-cancer drugs and the impact on the immune system,10/29/2021
410,ca11,Keytruda,MAGMAS,200,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Anti-cancer drugs and the impact on the immune system,10/29/2021
411,ca12,Beriate,MIXTURES,200,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
412,ca13,Hizentra,LIQUID,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
413,ca14,Privigen,LIQUID,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
414,ca15,Darzalex,TABLETS,200,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Anti-cancer drugs and the impact on the immune system,10/29/2021
415,ca16,Simponi,OIMENTS,200,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Anti-cancer drugs and the impact on the immune system,10/29/2021
416,ca17,Hizentra,LOZENGES,200,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
417,ca18,Mabthera,LINIMENT,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
418,ca19,Imurel 50mg,LINIMENT,200,12month,9/29/2021,nd-Swift Ltd - INDIA,Anti-cancer drugs and the impact on the immune system,10/29/2021
419,ca20,Prograf,LINIMENT,200,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
420,ca21,HYYR,LOTIONS,200,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Anti-cancer drugs and the impact on the immune system,10/29/2021
421,ca22,Hytinon,PASTE,200,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Anti-cancer drugs and the impact on the immune system,10/29/2021
422,ca23,Tacropic 0.03%,GELS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
423,ca24,Prograf,MAGMAS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
424,ca25,Iritero 100mg/5ml,MIXTURES,200,12month,9/29/2021,Farmak JSC - UKraine,Anti-cancer drugs and the impact on the immune system,10/29/2021
425,ca26,Prograf 0.5mg,PASTE,200,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
426,ca27,Phastarxin,GELS,200,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
427,ca28,Fluzinstad 5,MAGMAS,200,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
428,ca29,Sobelin,MIXTURES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
429,ca30,Reinal,PILLS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
430,ca31,Siberian,PELLETS,200,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
431,ca32,Lelocin 5,PELLETS,200,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
432,ca33,Sarah Cap,CAPSULES,200,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
433,ca34,Reinal-5,CAPSULES,200,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Anti-cancer drugs and the impact on the immune system,10/29/2021
434,ca35,Lelocin 5,CAPSULES,200,12month,9/29/2021,Cenexi SAS - FRANCE,Anti-cancer drugs and the impact on the immune system,10/29/2021
435,ca36,Metomol Tablet,INHALANTS,200,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Anti-cancer drugs and the impact on the immune system,10/29/2021
436,ca37,Fluthepharm 10,LINIMENT,200,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
437,ca38,Lodegald-Flunarizin,LINIMENT,200,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
438,ca39,Sibendina,LINIMENT,200,12month,9/29/2021,Stellapharm - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
439,ca40,Virtizin 5,LOTIONS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
440,ca41,Sibetinic Soft,PASTE,200,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Anti-cancer drugs and the impact on the immune system,10/29/2021
441,ca42,Sibetinic,POWDER,200,12month,9/29/2021,Novartis Farma S.P.A Italy,Anti-cancer drugs and the impact on the immune system,10/29/2021
442,ca43,Hagizin,EMULSIONS,200,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Anti-cancer drugs and the impact on the immune system,10/29/2021
443,ca44,Mezapizine 10,GELS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
444,ca45,Sobelin,MAGMAS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
445,ca46,Darintab,MIXTURES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
446,ca47,Oliveirim,LIQUID,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
447,ca48,Pentoxifylin,LIQUID,200,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
448,ca49,Advate,TABLETS,200,12month,9/29/2021,Orion Corporation,Anti-cancer drugs and the impact on the immune system,10/29/2021
449,ca50,Nanokine,OIMENTS,200,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
450,ca51,Epocassa,LOZENGES,200,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Anti-cancer drugs and the impact on the immune system,10/29/2021
451,ca52,Pentoxipharm,LOZENGES,200,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
452,ca53,Sintrom 4,OIMENTS,200,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
453,ca54,Somatin,LOZENGES,200,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-cancer drugs and the impact on the immune system,10/29/2021
454,ca55,Fontit-F,PILLS,200,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Anti-cancer drugs and the impact on the immune system,10/29/2021
455,ca56,Tophem,PELLETS,200,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-cancer drugs and the impact on the immune system,10/29/2021
456,ca57,Gon sa Ezeti-10,PELLETS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
457,ca58,Arixtra,CAPSULES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
458,ca59,Toxaxin Inj,CAPSULES,200,12month,9/29/2021,Laboratoires UPSA - France,Anti-cancer drugs and the impact on the immune system,10/29/2021
459,ca60,Arixtra,CAPSULES,200,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Anti-cancer drugs and the impact on the immune system,10/29/2021
460,ca61,Replenine-VF,INHALANTS,200,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
461,ca62,Hezoy,LINIMENT,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
462,ca63,Transamin Tablets,LINIMENT,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
463,ca64,Pronivel 2000 IU,LINIMENT,200,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Anti-cancer drugs and the impact on the immune system,10/29/2021
464,ca65,Reliporex 10000 IU s,LOTIONS,200,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Anti-cancer drugs and the impact on the immune system,10/29/2021
465,ca66,Haemoctin SDH 250,PASTE,200,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
466,ca67,Reliporex 4000 IU,POWDER,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
467,ca68,Lefvox-750,EMULSIONS,200,12month,9/29/2021,nd-Swift Ltd - INDIA,Anti-cancer drugs and the impact on the immune system,10/29/2021
468,ca69,Ciprofloxacin 500mg,GELS,200,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
469,ca70,Ledvir,MAGMAS,200,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Anti-cancer drugs and the impact on the immune system,10/29/2021
470,ca71,Vixbarin 400mg,MIXTURES,200,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Anti-cancer drugs and the impact on the immune system,10/29/2021
471,ca72,Govou,LIQUID,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
472,ca73,Tavanic,LIQUID,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
473,ca74,Tavanic,TABLETS,200,12month,9/29/2021,Farmak JSC - UKraine,Anti-cancer drugs and the impact on the immune system,10/29/2021
474,ca75,Augmex Duo Tabs,OIMENTS,200,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
475,ca76,Acnequidt,LOZENGES,200,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
476,ca77,Meropenem 1g,LOZENGES,200,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
477,ca78,Albendazole 400mg,OIMENTS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
478,ca79,Albendazol Stada 400 mg,LOZENGES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
479,ca80,Virclath,OIMENTS,200,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
480,ca81,Eduar,LOZENGES,200,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
481,ca82,Salgad,LOZENGES,200,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
482,ca83,Razirax,OIMENTS,200,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Anti-cancer drugs and the impact on the immune system,10/29/2021
483,ca84,Guilaume,LOZENGES,200,12month,9/29/2021,Cenexi SAS - FRANCE,Anti-cancer drugs and the impact on the immune system,10/29/2021
484,ca85,Cybercef 750 mg,PILLS,200,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Anti-cancer drugs and the impact on the immune system,10/29/2021
485,ca86,Medoclav 1g,PELLETS,200,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
486,ca87,Madopar,PELLETS,200,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
487,ca88,Trihexyphenidyl 2mg,CAPSULES,200,12month,9/29/2021,Stellapharm - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
488,ca89,Stalevo 100/25/200,CAPSULES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
489,ca90,Madopar,CAPSULES,200,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Anti-cancer drugs and the impact on the immune system,10/29/2021
490,ca91,Sifrol,INHALANTS,200,12month,9/29/2021,Novartis Farma S.P.A Italy,Anti-cancer drugs and the impact on the immune system,10/29/2021
491,ca92,Sifrol,LINIMENT,200,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Anti-cancer drugs and the impact on the immune system,10/29/2021
492,ca93,Masopen 100/10,OIMENTS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
493,ca94,Sifrol,LOZENGES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
494,ca95,Stalevo 150/37.5/200,LOZENGES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
495,ca96,Syndopa 275,OIMENTS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
496,ca97,Danapha-Trihex 2,LOZENGES,200,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
497,ca98,Trihexyphenidyl,PILLS,200,12month,9/29/2021,Pharmedic,Anti-cancer drugs and the impact on the immune system,10/29/2021
498,ca99,Stalevo 150/37.5/200,PELLETS,200,12month,9/29/2021,Orion Corporation,Anti-cancer drugs and the impact on the immune system,10/29/2021
499,ca100,Madopar HBS,PELLETS,200,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
500,ca101,Sifstad 0.18,CAPSULES,200,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Anti-cancer drugs and the impact on the immune system,10/29/2021
501,ca102,Sifrol,CAPSULES,200,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
